source_law,source_article,target_law_id,target_article,dependency_type,dependency_subtype,dependency_strength,confidence,resolution_method,entity_resolution_method,pattern_name,citation_text
codigo-civil-federal,735,constitucion-politica-de-los-estados-unidos-mexicanos,27,constitutional_grounding,constitutional_basis,strong,high,heuristic_rule,unknown,constitucion_full,"; Fracción reformada DOF 23-12-1974  II. Los terrenos que el Gobierno adquiera por expropiación, de acuerdo con el inciso c) del párrafo undécimo del artículo 27 de la Constitución Política de los Estados Unidos Mexicanos;  III. Los terrenos que el Gobierno adquiera para dedicarlos a la formación del patrimonio de las familias que cuenten con pocos recursos."
codigo-civil-federal,736,constitucion-politica-de-los-estados-unidos-mexicanos,27,procedural,adjudication_or_process,strong,high,heuristic_rule,unknown,constitucion_full,"recio de los terrenos a que se refiere la fracción II del artículo anterior se pagará de la manera prevenida en el inciso d) del párrafo undécimo del artículo 27 de la Constitución Política de los Estados Unidos Mexicanos.  En los casos previstos en las fracciones I y III del artículo que precede, la autoridad vendedora fijará la forma y el plazo en que debe pagarse el"
codigo-civil-federal,737,constitucion-politica-de-los-estados-unidos-mexicanos,,constitutional_grounding,constitutional_basis,strong,high,heuristic_rule,unknown,constitucion_bare,". Si el que tenga intereses legítimo demuestra que quien constituyó el patrimonio era propietario de bienes raíces al constituirlo, se declarará nula la constitución del patrimonio."
codigo-civil-federal,738,constitucion-politica-de-los-estados-unidos-mexicanos,,constitutional_grounding,constitutional_basis,strong,high,heuristic_rule,unknown,constitucion_bare,"Artículo 738.- La constitución del patrimonio de que trate el artículo 735, se sujetará a la tramitación administrativa que fijen los reglamentos respectivos. Aprobada la constituc"
codigo-civil-federal,739,constitucion-politica-de-los-estados-unidos-mexicanos,,constitutional_grounding,constitutional_basis,strong,high,heuristic_rule,unknown,constitucion_bare,Artículo 739.- La constitución del patrimonio de la familia no puede hacerse en fraude de los derechos de los acreedores.
codigo-civil-federal,743,constitucion-politica-de-los-estados-unidos-mexicanos,,constitutional_grounding,constitutional_basis,strong,high,heuristic_rule,unknown,constitucion_bare,"ar, se depositarán en una institución de crédito y no habiéndola en la localidad, en una casa de comercio de notoria solvencia, a fin de dedicarlos a la constitución de un nuevo patrimonio de la familia. Durante un año son inembargables el precio depositado y el importe del seguro.  Si el dueño de los bienes vendi"
codigo-civil-federal,773,constitucion-politica-de-los-estados-unidos-mexicanos,,constitutional_grounding,constitutional_basis,strong,high,heuristic_rule,unknown,constitucion_bare,"Artículo 773.- Los extranjeros y las personas morales para adquirir la propiedad de bienes inmuebles, observarán lo dispuesto en el artículo 27 de la Constitución de los Estados Unidos Mexicanos y sus leyes reglamentarias.  CAPITULO IV De los Bienes Mostrencos"
codigo-civil-federal,784,codigo-de-comercio,,generic_unresolved,general_cross_reference,weak,low,fallback,unknown,direct_mention,"tículo 784.- La ocupación de las embarcaciones, de su carga y de los objetos que el mar arroje a las playas o que se recojan en alta mar, se rige por el Código de Comercio.  CAPITULO V De los Bienes Vacantes"
codigo-civil-federal,832,constitucion-politica-de-los-estados-unidos-mexicanos,,constitutional_grounding,constitutional_basis,strong,high,heuristic_rule,unknown,constitucion_bare,"Artículo 832.- Se declara de utilidad pública la adquisición que haga el Gobierno de terrenos apropiados, a fin de venderlos para la constitución del patrimonio de la familia o para que se construyan casas habitaciones que se alquilen a las familias pobres, mediante el pago de una renta módica."
codigo-civil-federal,838,constitucion-politica-de-los-estados-unidos-mexicanos,27,constitutional_grounding,constitutional_basis,strong,high,heuristic_rule,unknown,constitucion_full,"Artículo 838.- No pertenecen al dueño del predio los minerales o substancias mencionadas en el párrafo cuarto del artículo 27 de la Constitución Política de los Estados Unidos Mexicanos, ni las aguas que el párrafo quinto del mismo artículo dispone que sean de propiedad de la Nación."
codigo-civil-federal,1018,constitucion-politica-de-los-estados-unidos-mexicanos,,constitutional_grounding,constitutional_basis,strong,high,heuristic_rule,unknown,constitucion_bare,"o no está obligado a hacer dichas reparaciones, si la necesidad de éstas proviene de vejez, vicio intrínseco o deterioro grave de la cosa, anterior a la constitución del usufructo."
codigo-civil-federal,1327,constitucion-politica-de-los-estados-unidos-mexicanos,,constitutional_grounding,constitutional_basis,strong,high,heuristic_rule,unknown,constitucion_bare,"njeros y las personas morales, son capaces de adquirir bienes por testamento o por intestado pero su capacidad tiene las limitaciones establecidas en la Constitución Política de los Estados Unidos Mexicanos y en las respectivas leyes reglamentarias de los artículos constitucionales. Tratándose de extranjeros, se o"
codigo-civil-federal,1330,constitucion-politica-de-los-estados-unidos-mexicanos,,constitutional_grounding,constitutional_basis,strong,high,heuristic_rule,unknown,constitucion_bare,"y de Beneficencia Privada. Las hechas en favor de las iglesias, sectas o instituciones religiosas, se sujetarán a lo dispuesto en los artículos 27 de la Constitución Federal y 88 de la ya citada Ley de Beneficencia."
codigo-civil-federal,1407,constitucion-politica-de-los-estados-unidos-mexicanos,,constitutional_grounding,constitutional_basis,strong,high,heuristic_rule,unknown,constitucion_bare,"Artículo 1407.- Si sólo hubiere legatarios, podrán éstos exigirse entre sí la constitución de la hipoteca necesaria."
codigo-civil-federal,1637,constitucion-politica-de-los-estados-unidos-mexicanos,,constitutional_grounding,constitutional_basis,strong,high,heuristic_rule,unknown,constitucion_bare," 1637.- Cuando sea heredera la Beneficencia Pública y entre lo que corresponda existan bienes raíces que no pueda adquirir conforme al artículo 27 de la Constitución, se venderán los bienes en pública subasta, antes de hacerse la adjudicación, aplicándose a la Beneficencia Pública el precio que se obtuviere.  TITU"
codigo-civil-federal,1703,constitucion-politica-de-los-estados-unidos-mexicanos,,constitutional_grounding,constitutional_basis,strong,high,heuristic_rule,unknown,constitucion_bare,"Artículo 1703.- El ejecutor especial podrá también, a nombre del legatario, exigir la constitución de la hipoteca necesaria."
codigo-civil-federal,1712,codigo-nacional-de-procedimientos-civiles-y-familiares,,generic_unresolved,general_cross_reference,weak,low,fallback,unknown,direct_mention,"Artículo 1712.- El albacea debe formar el inventario dentro del término señalado por el Código Nacional de Procedimientos Civiles y Familiares. Si no lo hace, será removido. Artículo reformado DOF 14-11-2025"
codigo-civil-federal,1725,codigo-nacional-de-procedimientos-civiles-y-familiares,,procedural,adjudication_or_process,strong,high,heuristic_rule,unknown,direct_mention,"ministración debe ser aprobada por todos los herederos; el que disienta, puede seguir a su costa el juicio respectivo, en los términos que establezca el Código Nacional de Procedimientos Civiles y Familiares. Artículo reformado DOF 14-11-2025"
codigo-civil-federal,1750,codigo-nacional-de-procedimientos-civiles-y-familiares,,generic_unresolved,general_cross_reference,weak,low,fallback,unknown,direct_mention,"Artículo 1750.- El albacea definitivo, dentro del término que fije el Código Nacional de Procedimientos Civiles y Familiares, promoverá la formación del inventario. Artículo reformado DOF 14-11-2025"
codigo-civil-federal,1752,codigo-nacional-de-procedimientos-civiles-y-familiares,,generic_unresolved,general_cross_reference,weak,low,fallback,unknown,direct_mention,"Artículo 1752.- El inventario se formará según lo disponga el Código Nacional de Procedimientos Civiles y Familiares. Si el albacea no lo presenta dentro del término legal, será removido. Artículo reformado DOF 14-11-2025"
codigo-civil-federal,54,constitucion-politica-de-los-estados-unidos-mexicanos,,constitutional_grounding,constitutional_basis,strong,high,heuristic_rule,unknown,constitucion_bare,"Artículo 54.- Las enajenaciones de bienes inmuebles cuyo valor convencional sea mayor de quinientos pesos y la constitución o transmisión de derechos reales estimados en más de quinientos pesos o que garanticen un crédito por mayor cantidad que la mencionada, para su valid"
codigo-civil-federal,1915,ley-federal-del-trabajo,,generic_unresolved,general_cross_reference,weak,low,fallback,unknown,lo_dispuesto,"la muerte, incapacidad total permanente, parcial permanente, total temporal o parcial temporal, el grado de la reparación se determinará atendiendo a lo dispuesto por la Ley Federal del Trabajo. Para calcular la indemnización que corresponda se tomará como base la Unidad de Medida y Actualización y se extenderá al número de unidades que para"
codigo-civil-federal,1916,constitucion-politica-de-los-estados-unidos-mexicanos,,sanctioning,penalty_or_liability,strong,high,heuristic_rule,unknown,constitucion_bare,"ño moral quien ejerza sus derechos de opinión, crítica, expresión e información, en los términos y con las limitaciones de los artículos 6o. y 7o. de la Constitución General de la República.  En todo caso, quien demande la reparación del daño moral por responsabilidad contractual o extracontractual deberá acredita"
codigo-civil-federal,2059,ley-federal-del-derecho-de-autor,,generic_unresolved,general_cross_reference,weak,low,fallback,unknown,direct_mention,"- Cuando la deuda fuere pagada por el deudor con dinero que un tercero le prestare con ese objeto, el prestamista quedará subrogado por ministerio de la ley en los derechos del acreedor, si el préstamo constare en título auténtico en que se declare que el dinero fue prestado para el pago de la misma deuda. Por falta de esta circunsta"
codigo-civil-federal,2118,codigo-nacional-de-procedimientos-civiles-y-familiares,,generic_unresolved,general_cross_reference,weak,low,fallback,unknown,direct_mention,"ículo 2118.- El pago de los gastos judiciales será a cargo del que faltare al cumplimiento de la obligación, y se hará en los términos que establezca el Código Nacional de Procedimientos Civiles y Familiares. Artículo reformado DOF 14-11-2025  CAPITULO II De la Evicción y Saneamiento"
codigo-civil-federal,2274,constitucion-politica-de-los-estados-unidos-mexicanos,27,constitutional_grounding,constitutional_basis,strong,high,heuristic_rule,unknown,constitucion_full,"Artículo 2274.- Los extranjeros y las personas morales no pueden comprar bienes raíces, sino sujetándose a lo dispuesto en el artículo 27 de la Constitución Política de los Estados Unidos Mexicanos, y en sus leyes reglamentarias."
codigo-civil-federal,2317,constitucion-politica-de-los-estados-unidos-mexicanos,,constitutional_grounding,constitutional_basis,strong,high,heuristic_rule,unknown,constitucion_bare,"da al equivalente a trescientas sesenta y cinco veces el salario mínimo general diario vigente en el Distrito Federal en el momento de la operación y la constitución o trasmisión de derechos reales estimados hasta la misma cantidad o que garanticen un crédito no mayor de dicha suma, podrán otorgarse en documento p"
codigo-civil-federal,2323,codigo-nacional-de-procedimientos-civiles-y-familiares,,generic_unresolved,general_cross_reference,weak,low,fallback,unknown,direct_mention,"s modificaciones que se expresan en este Capítulo. En cuanto a los términos y condiciones en que hayan de verificarse, se regirán por lo que disponga el Código Nacional de Procedimientos Civiles y Familiares. Artículo reformado DOF 14-11-2025"
codigo-civil-federal,2325,codigo-nacional-de-procedimientos-civiles-y-familiares,,generic_unresolved,general_cross_reference,weak,low,fallback,unknown,direct_mention,"os de estipulación expresa en contrario, a cuyo efecto el juez mandará hacer la cancelación o cancelaciones respectivas, en los términos que disponga el Código Nacional de Procedimientos Civiles y Familiares. Artículo reformado DOF 14-11-2025"
codigo-civil-federal,2402,constitucion-politica-de-los-estados-unidos-mexicanos,,constitutional_grounding,constitutional_basis,strong,high,heuristic_rule,unknown,constitucion_bare,"Artículo 2402.- En el primer caso del artículo anterior, la constitución del arrendamiento se sujetará a los límites fijados en la autorización, y en el segundo, a los que la ley haya fijado a los administradores de bienes"
codigo-civil-federal,2416,codigo-nacional-de-procedimientos-civiles-y-familiares,,procedural,adjudication_or_process,strong,high,heuristic_rule,unknown,direct_mention,"rendamiento u ocurrir al juez para que estreche al arrendador al cumplimiento de su obligación, mediante el procedimiento rápido que se establezca en el Código Nacional de Procedimientos Civiles y Familiares. Artículo reformado DOF 14-11-2025"
codigo-civil-federal,2599,constitucion-politica-de-los-estados-unidos-mexicanos,,constitutional_grounding,constitutional_basis,strong,high,heuristic_rule,unknown,constitucion_bare,"Artículo 2599.- La constitución de un nuevo mandatario para un mismo asunto, importa la revocación del primero, desde el día en que se notifique a éste el nuevo nombramiento."
codigo-civil-federal,2605,constitucion-politica-de-los-estados-unidos-mexicanos,123,constitutional_grounding,constitutional_basis,strong,high,heuristic_rule,unknown,articulo_constitucional," para el Distrito y Territorios Federales, que comenzó a estar en vigor el 1o. de junio de 1884, en lo que contradigan las bases fijadas en el citado artículo 123 constitucional, y lo dispuesto en los artículos 4 y 5 del mismo Código Fundamental.  CAPITULO II De la Prestación de Servicios Profesionales"
codigo-civil-federal,2700,constitucion-politica-de-los-estados-unidos-mexicanos,,constitutional_grounding,constitutional_basis,strong,high,heuristic_rule,unknown,constitucion_bare,"Artículo 2700.- La capacidad para que las sociedades adquieran bienes raíces, se regirá por lo dispuesto en el artículo 27 de la Constitución Federal y en sus leyes reglamentarias."
codigo-civil-federal,2828,constitucion-politica-de-los-estados-unidos-mexicanos,,constitutional_grounding,constitutional_basis,strong,high,heuristic_rule,unknown,constitucion_bare,"Artículo 2828.- El fiador que paga debe ser indemnizado por el deudor, aunque éste no haya prestado su consentimiento para la constitución de la fianza. Si ésta se hubiere otorgado contra la voluntad del deudor, no tendrá derecho alguno el fiador para cobrar lo que pagó, sino en cuanto h"
codigo-civil-federal,2882,codigo-nacional-de-procedimientos-civiles-y-familiares,,generic_unresolved,general_cross_reference,weak,low,fallback,unknown,direct_mention,"tículo 2882.- La cosa se adjudicará al acreedor en las dos terceras partes de la postura legal, si no pudiere venderse en los términos que establezca el Código Nacional de Procedimientos Civiles y Familiares. Artículo reformado DOF 14-11-2025"
codigo-civil-federal,2916,codigo-nacional-de-procedimientos-civiles-y-familiares,,generic_unresolved,general_cross_reference,weak,low,fallback,unknown,direct_mention,"adquirir la cosa hipotecada, en remate judicial; o por adjudicación, en los casos en que no se presente otro postor, de acuerdo con lo que establezca el Código Nacional de Procedimientos Civiles y Familiares. Párrafo reformado DOF 14-11-2025  Puede también convenir con el deudor en que se le adjudique en el precio que se fije al exigirse la deuda, pero no"
codigo-civil-federal,2917,constitucion-politica-de-los-estados-unidos-mexicanos,,constitutional_grounding,constitutional_basis,strong,high,heuristic_rule,unknown,constitucion_bare,Artículo 2917.- Para la constitución de créditos con garantía hipotecaria se observarán las formalidades establecidas en los artículos 2317 y 2320.  Los contratos en los que se consigne 
codigo-civil-federal,2926,constitucion-politica-de-los-estados-unidos-mexicanos,,constitutional_grounding,constitutional_basis,strong,high,heuristic_rule,unknown,constitucion_bare,"Artículo 2926.- El crédito puede cederse, en todo o en parte, siempre que la cesión se haga en la forma que para la constitución de la hipoteca previene el artículo 2917, se dé conocimiento al deudor y sea inscrita en el Registro.  Si la hipoteca se ha constituido para garantiz"
codigo-civil-federal,2932,constitucion-politica-de-los-estados-unidos-mexicanos,,constitutional_grounding,constitutional_basis,strong,high,heuristic_rule,unknown,constitucion_bare,"Artículo 2932.- La constitución de la hipoteca necesaria podrá exigirse en cualquier tiempo, aunque haya cesado la causa que le diere fundamento, siempre que esté pendiente de cumpl"
codigo-civil-federal,2933,constitucion-politica-de-los-estados-unidos-mexicanos,,sanctioning,penalty_or_liability,strong,high,heuristic_rule,unknown,constitucion_bare,Artículo 2933.- Si para la constitución de alguna hipoteca necesaria se ofrecieren diferentes bienes y no convinieren los interesados en la parte de responsabilidad que haya de pesar sobre 
codigo-civil-federal,2936,constitucion-politica-de-los-estados-unidos-mexicanos,,constitutional_grounding,constitutional_basis,strong,high,heuristic_rule,unknown,constitucion_bare,"Artículo 2936.- La constitución de la hipoteca en los casos a que se refieren las fracciones II y III del artículo anterior, puede ser pedida:  I. En el caso de bienes de que fueren"
codigo-civil-federal,2937,constitucion-politica-de-los-estados-unidos-mexicanos,,constitutional_grounding,constitutional_basis,strong,high,heuristic_rule,unknown,constitucion_bare,"Artículo 2937.- La constitución de la hipoteca por los bienes de hijos de familia, de los menores y de los demás incapacitados, se regirá por las disposiciones contenidas en el títu"
codigo-civil-federal,2938,constitucion-politica-de-los-estados-unidos-mexicanos,,constitutional_grounding,constitutional_basis,strong,high,heuristic_rule,unknown,constitucion_bare,"Artículo 2938.- Los que tienen derecho de exigir la constitución de hipoteca necesaria, tienen también el de objetar la suficiencia de la que se ofrezca, y el de pedir su ampliación cuando los bienes hipotecados se"
codigo-civil-federal,2965,codigo-nacional-de-procedimientos-civiles-y-familiares,,generic_unresolved,general_cross_reference,weak,low,fallback,unknown,direct_mention,"a el pago de sus deudas civiles, líquidas y exigibles. La declaración de concurso será hecha por el juez competente, mediante los trámites fijados en el Código Nacional de Procedimientos Civiles y Familiares. Artículo reformado DOF 14-11-2025"
codigo-civil-federal,2972,codigo-nacional-de-procedimientos-civiles-y-familiares,,procedural,adjudication_or_process,strong,high,heuristic_rule,unknown,direct_mention,"n sido citados en forma legal, o si habiéndoles notificado la aprobación del convenio no hubieren reclamado contra éste en los términos prevenidos en el Código Nacional de Procedimientos Civiles y Familiares, aunque esos acreedores no estén comprendidos en la lista correspondiente, ni hayan sido parte en el procedimiento. Artículo reformado DOF 14-11-2025"
codigo-civil-federal,2994,codigo-militar-de-procedimientos-penales,,generic_unresolved,general_cross_reference,weak,low,fallback,unknown,direct_mention,"dos capítulos anteriores y con el valor de todos los bienes que queden, se pagarán:  I. Los gastos judiciales comunes, en los términos que establezca el Código de Procedimientos;  II. Los gastos de rigurosa conservación y administración de los bienes concursados;  III. Los gastos de funerales del deudor, proporcionados a su p"
codigo-civil-federal,3011,ley-de-vias-generales-de-comunicacion,,generic_unresolved,general_cross_reference,weak,low,fallback,unknown,a_que_refiere,"oteca industrial prevista por la Ley General de Instituciones de Crédito y Organizaciones Auxiliares; la hipoteca sobre los sistemas de las empresas, a que se refiere la Ley de Vías Generales de Comunicación; y los casos similares previstos en otras leyes. Artículo reformado DOF 18-01-1952, 03-01-1979"
codigo-civil-federal,3011,ley-general-de-sociedades-mercantiles,,implementation_operative,regulatory_implementation,medium,medium,heuristic_rule,unknown,direct_mention,"e determine el Reglamento. Lo dispuesto en este artículo se aplicará a los inmuebles que, en su caso, comprendan: La hipoteca industrial prevista por la Ley General de Instituciones de Crédito y Organizaciones Auxiliares; la hipoteca sobre los sistemas de las empresas, a que se refiere la Ley de Vías Generales de Comunicación; y los casos similares previstos en otras "
codigo-civil-federal,3039,codigo-nacional-de-procedimientos-civiles-y-familiares,,generic_unresolved,general_cross_reference,weak,low,fallback,unknown,direct_mention,"ignándose su importe y el de los intereses que procedan. La cancelación en este caso, deberá acordarse por sentencia, previos los trámites fijados en el Código Nacional de Procedimientos Civiles y Familiares. Párrafo reformado DOF 14-11-2025 Artículo reformado DOF 18-01-1952, 03-01-1979"
codigo-civil-federal,3042,constitucion-politica-de-los-estados-unidos-mexicanos,,constitutional_grounding,constitutional_basis,strong,high,heuristic_rule,unknown,constitucion_bare," reconozca, adquiera, transmita, modifique, limite, grave o extinga el dominio, posesión originaria y los demás derechos reales sobre inmuebles;  II. La constitución del patrimonio familiar;  III. Los contratos de arrendamiento de bienes inmuebles, por un período mayor de seis años y aquellos en que haya anticipos"
codigo-civil-federal,3043,constitucion-politica-de-los-estados-unidos-mexicanos,,constitutional_grounding,constitutional_basis,strong,high,heuristic_rule,unknown,constitucion_bare,"Artículo 3043.- Se anotarán previamente en el Registro Público:  I. Las demandas relativas a la propiedad de bienes inmuebles o a la constitución, declaración, modificación o extinción de cualquier derecho real sobre aquéllos;  II. El mandamiento y el acta de embargo, que se haya hecho efectivo"
codigo-civil-federal,3048,codigo-nacional-de-procedimientos-penales,,procedural,adjudication_or_process,strong,high,heuristic_rule,unknown,direct_mention,"e registrar su posesión mediante resolución judicial que dicte el Juez competente.  Para lo anterior, se deberá seguir el procedimiento que establece el Código Nacional de Procedimientos Civiles y Familiares para las informaciones a que se refiere el artículo 3047. Párrafo reformado DOF 14-11-2025  El efecto de la inscripción será tener la posesión inscrita como apta para producir la prescripción, al concluir e"
codigo-civil-federal,3071,ley-de-inversion-extranjera,,generic_unresolved,general_cross_reference,weak,low,fallback,unknown,direct_mention,"tutos de asociaciones y sociedades extranjeras de carácter civil y de sus reformas, previa autorización en los términos de los artículos 17 y 17 A de la Ley de Inversión Extranjera; y Fracción reformada DOF 24-12-1996  III. Las fundaciones y asociaciones de beneficiencia privada. Artículo adicionado DOF 03-01-1979"
codigo-civil-federal,3072,constitucion-politica-de-los-estados-unidos-mexicanos,,constitutional_grounding,constitutional_basis,strong,high,heuristic_rule,unknown,constitucion_bare,"Artículo 3072.- Las inscripciones referentes a la constitución de personas morales, deberán contener los datos siguientes:  I. El nombre de los otorgantes;  II. La razón social o denominación;  III. El objeto, du"
